22.86,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
22.89,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
22.99,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
23.01,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
23.03,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
23.06,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
23.08,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
23.1,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
23.13,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
23.14,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
23.15,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
23.18,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
23.19,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
23.23,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
23.26,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
23.27,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
23.29,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
23.32,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
23.34,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
23.35,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
23.36,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
23.44,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
23.45,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
23.46,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
23.47,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
23.49,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
23.52,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
23.54,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
23.58,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
23.62,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
23.64,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
23.65,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
23.66,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
23.7,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
23.72,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
23.73,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
23.74,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
23.75,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
23.76,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
23.79,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
23.85,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
23.87,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
23.88,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
23.9,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
23.92,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
23.94,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
23.96,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
23.98,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
24,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
24.01,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
24.02,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
24.04,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
24.06,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
24.07,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
24.08,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
24.09,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
24.11,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
24.13,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
24.14,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
24.15,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
24.16,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
24.17,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
24.18,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
24.19,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
24.2,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
24.21,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
24.24,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
24.25,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
24.28,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
24.32,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
24.33,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
24.34,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
24.35,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
24.36,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
24.38,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
24.41,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
24.42,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
24.43,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
24.45,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
24.46,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
24.47,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
24.49,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
24.5,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
24.51,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
24.53,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
24.57,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
24.58,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
24.62,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
24.63,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
24.64,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
24.65,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
24.66,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
24.67,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
24.68,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
24.69,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
24.73,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
24.76,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
24.77,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
24.79,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
24.81,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
24.82,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
24.85,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
24.87,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
24.89,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
24.9,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
24.94,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
24.95,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
24.96,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
24.97,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
24.98,"[20.9, 25.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
25.02,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
25.03,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
25.08,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
25.1,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
25.11,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
25.13,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
25.14,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
25.15,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
25.17,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
25.18,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
25.19,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
25.21,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
25.22,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
25.23,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
25.24,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
25.25,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
25.27,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
25.29,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
25.3,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
25.31,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
25.33,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
25.34,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
25.35,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
25.37,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
25.38,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
25.4,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
25.41,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
25.43,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
25.44,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
25.45,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
25.48,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
25.49,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
25.5,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
25.53,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
25.54,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
25.55,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
25.57,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
25.6,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
25.62,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
25.64,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
25.65,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
25.66,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
25.67,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
25.69,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
25.7,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
25.71,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
25.72,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
25.73,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
25.74,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
25.75,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
25.76,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
25.78,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
25.79,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
25.81,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
25.82,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
25.83,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
25.84,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
25.85,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
25.86,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
25.89,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
25.9,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
25.91,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
25.93,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
25.94,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
25.95,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
25.96,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
26,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
26.01,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
26.03,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
26.04,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
26.05,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
26.06,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
26.07,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
26.09,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
26.11,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
26.13,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
26.14,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
26.16,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
26.17,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
26.18,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
26.19,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
26.2,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
26.21,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
26.22,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
26.24,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
26.25,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
26.26,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
26.27,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
26.28,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
26.29,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
26.31,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
26.33,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
26.36,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
26.39,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
26.41,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
26.42,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
26.43,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
26.45,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
26.46,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
26.47,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
26.48,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
26.49,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
26.5,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
26.51,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
26.52,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
26.53,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
26.54,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
26.55,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
26.56,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
26.59,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
26.6,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
26.61,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
26.63,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
26.65,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
26.66,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
26.67,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
26.68,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
26.69,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
26.72,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
26.73,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
26.75,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
26.77,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
26.78,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
26.79,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
26.8,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
26.81,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
26.84,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
26.86,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
26.89,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
26.9,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
26.92,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
26.93,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
26.96,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
26.97,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
26.98,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
27.01,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
27.03,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
27.05,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
27.06,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
27.07,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
27.08,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
27.09,"[25.0, 30.0[","[20.9, 30.0[","[20.9, 40.0[","[20.9, 49.52["
